t(s)	total_current_estimated(A)
1630	-2.5
1640	-2.5
1650	-2.5
1660	-2.5
1670	-2.5
1680	-2.5
1690	-2.5
1700	-2.5
1710	-2.5
1720	-2.5
1730	-2.5
1740	-2.5
1750	-2.5
1760	-2.5
1770	-2.5
1780	-2.5
1790	-2.5
1800	-2.5
1810	-2.5
1820	-2.5
1830	-2.5
1840	-2.5
1850	-2.5
1860	-2.5
1870	-2.5
1880	-2.5
1890	-2.5
1900	-2.5
1910	-2.5
1920	-2.5
1930	-2.5
1940	-2.5
1950	-2.5
1960	-2.5
1970	-2.5
1980	-2.5
1990	-2.5
2000	-2.5
2010	-2.5
2020	-2.5
2030	-2.5
2040	-2.5
2050	-2.5
2060	-2.5
2070	-2.5
2080	-2.5
2090	-2.5
2100	-2.5
2110	-2.5
2120	-2.5
2130	-2.5
2140	-2.5
2150	-2.5
2160	-2.5
2170	-2.5
2180	-2.5
2190	-2.5
2200	-2.5
2210	-2.5
2220	-2.5
2230	-2.5
2240	-2.5
2250	-2.5
2260	-2.5
2270	-2.5
2280	-2.5
2290	-2.5
2300	-2.5
2310	-2.5
2320	-2.5
2330	-2.5
2340	-2.5
2350	-2.5
2360	-2.5
2370	-2.5
2380	-2.5
2390	-2.5
2400	-2.5
2410	-2.5
2420	-2.5
2430	-2.5
2440	-2.5
2450	-2.5
2460	-2.5
2470	-2.5
2480	-2.5
2490	-2.5
2500	-2.5
2510	-2.5
2520	-2.5
2530	-2.5
2540	-2.5
2550	-2.5
2560	-2.5
2570	-2.5
2580	-2.5
2590	-2.5
2600	-2.5
2610	-2.5
2620	-2.5
2630	-2.5
2640	-2.5
2650	-2.5
2660	-2.5
2670	-2.5
2680	-2.5
2690	-2.5
2700	-2.5
2710	-2.5
2720	-2.5
2730	-2.5
2740	-2.5
2750	-2.5
2760	-2.5
2770	-2.5
2780	-2.5
2790	-2.5
2800	-2.5
2810	-2.5
2820	-2.5
2830	-2.5
2840	-2.5
2850	-2.5
2860	-2.5
2870	-2.5
2880	-2.5
2890	-2.5
2900	-2.5
2910	-2.5
2920	-2.5
2930	-2.5
2940	-2.5
2950	-2.5
2960	-2.5
2970	-2.5
2980	-2.5
2990	-2.5
3000	-2.5
3010	-2.5
3020	-2.5
3030	-2.5
3040	-2.5
3050	-2.5
3060	-2.5
3070	-2.5
3080	-2.5
3090	-2.5
3100	-2.5
3110	-2.5
3120	-2.5
3130	-2.5
3140	-2.5
3150	-2.5
3160	-2.5
3170	-2.5
3180	-2.5
3190	-2.5
3200	-2.5
3210	-2.5
3220	-2.5
3230	-2.5
3240	-2.5
3250	-2.5
3260	-2.5
3270	-2.5
3280	-2.5
3290	-2.5
3300	-2.5
3310	-2.5
3320	-2.5
3330	-2.5
3340	-2.5
3350	-2.5
3360	-2.5
3370	-2.5
3380	-2.5
3390	-2.5
3400	-2.5
3410	-2.5
3420	-2.5
3430	-2.5
3440	-2.5
3450	-2.5
3460	-2.5
3470	-2.5
3480	-2.5
3490	-2.5
3500	-2.5
3510	-2.5
3520	-2.5
3530	-2.5
3540	-2.5
3550	-2.5
3560	-2.5
3570	-2.5
3580	-2.5
3590	-2.5
3600	-2.5
3610	-2.5
3620	-2.5
3630	-2.5
3640	-2.5
3650	-2.5
3660	-2.5
3670	-2.5
3680	-2.5
3690	-2.5
3700	-2.5
3710	-2.5
3720	-2.5
3730	-2.5
3740	-2.5
3750	-2.5
3760	-2.5
3770	-2.5
3780	-2.5
3790	-2.5
3800	-2.5
3810	-2.5
3820	-2.5
3830	-2.5
3840	-2.5
3850	-2.5
3860	-2.5
3870	-2.5
3880	-2.5
3890	-2.5
3900	-2.5
3910	-2.5
3920	-2.5
3930	-2.5
3940	-2.5
3950	-2.5
3960	-2.5
3970	-2.5
3980	-2.5
3990	-2.5
4000	-2.5
4010	-2.5
4020	-2.5
4030	-2.5
4040	-2.5
4050	-2.5
4060	-2.5
4070	-2.5
4080	-2.5
4090	-2.5
4100	-2.5
4110	-2.5
4120	-2.5
4130	-2.5
4140	-2.5
4150	-2.5
4160	-2.5
4170	-2.5
4180	-2.5
4190	-2.5
4200	-2.5
4210	-2.5
4220	-2.5
4230	-2.5
4240	-2.5
4250	-2.5
4260	-2.5
4270	-2.5
4280	-2.5
4290	-2.5
4300	-2.5
4310	-2.5
4320	-2.5
4330	-2.5
4340	-2.5
4350	-2.5
4360	-2.5
4370	-2.5
4380	-2.5
4390	-2.5
4400	-2.5
4410	-2.5
4420	-2.5
4430	-2.5
4440	-2.5
4450	-2.5
4460	-2.5
4470	-2.5
4480	-2.5
4490	-2.5
4500	-2.5
4510	-2.5
4520	-2.5
4530	-2.5
4540	-2.5
4550	-2.5
4560	-2.5
4570	-2.5
4580	-2.5
4590	-2.5
4600	-2.5
4610	-2.5
4620	-2.5
4630	-2.5
4640	-2.5
4650	-2.5
4660	-2.5
4670	-2.5
4680	-2.5
4690	-2.5
4700	-2.5
4710	-2.5
4720	-2.5
4730	-2.5
4740	-2.5
4750	-2.5
4760	-2.5
4770	-2.5
4780	-2.5
4790	-2.5
4800	-2.5
4810	-2.5
4820	-2.5
4830	-2.5
4840	-2.5
4850	-2.5
4860	-2.5
4870	-2.5
4880	-2.5
4890	-2.5
4900	-2.5
4910	-2.5
4920	-2.5
4930	-2.5
4940	-2.5
4950	-2.5
4960	-2.5
4970	-2.5
4980	-2.5
4990	-2.5
5000	-2.5
5010	-2.5
5020	-2.5
5030	-2.5
5040	-2.5
5050	-2.5
5060	-2.5
5070	-2.5
5080	-2.5
5090	-2.5
5100	-2.5
5110	-2.5
5120	-2.5
5130	-2.5
5140	-2.5
5150	-2.5
5160	-2.5
5170	-2.5
5180	-2.5
5190	-2.5
5200	-2.5
5210	-2.5
5220	-2.5
5230	-2.5
5240	-2.5
5250	-2.5
5260	-2.5
5270	-2.5
5280	-2.5
5290	-2.5
5300	-2.5
5310	-2.5
5320	-2.5
5330	-2.5
5340	-2.5
5350	-2.5
5360	-2.5
5370	-2.5
5380	-2.5
5390	-2.5
5400	-2.5
5410	-2.5
5420	-2.5
5430	-2.5
5440	-2.5
5450	-2.5
5460	-2.5
5470	-2.5
5480	-2.5
5490	-2.5
5500	-2.5
5510	-2.5
5520	-2.5
5530	-2.5
5540	-2.5
5550	-2.5
5560	-2.5
5570	-2.5
5580	-2.5
5590	-2.5
5600	-2.5
5610	-2.5
5620	-2.5
5630	-2.5
5640	-2.5
5650	-2.5
5660	-2.5
5670	-2.5
5680	-2.5
5690	-2.5
5700	-2.5
5710	-2.5
5720	-2.5
5730	-2.5
5740	-2.5
5750	-2.5
5760	-2.5
5770	-2.5
5780	-2.5
5790	-2.5
5800	-2.5
5810	-2.5
5820	-2.5
5830	-2.5
5840	-2.5
5850	-2.5
5860	-2.5
5870	-2.5
5880	-2.5
5890	-2.5
5900	-2.5
5910	-2.5
5920	-2.5
5930	-2.5
5940	-2.5
5950	-2.5
5960	-2.5
5970	-2.5
5980	-2.5
5990	-2.5
6000	-2.5
6010	-2.5
6020	-2.5
6030	-2.5
6040	-2.5
6050	-2.5
6060	-2.5
6070	-2.5
6080	-2.5
6090	-2.5
6100	-2.5
6110	-2.5
6120	-2.5
6130	-2.5
6140	-2.5
6150	-2.5
6160	-2.5
6170	-2.5
6180	-2.5
6190	-2.5
6200	-2.5
6210	-2.5
6220	-2.5
6230	-2.5
6240	-2.5
6250	-2.5
6260	-2.5
6270	-2.5
6280	-2.5
6290	-2.5
6300	-2.5
6310	-2.5
6320	-2.5
6330	-2.5
6340	-2.5
6350	-2.5
6360	-2.5
6370	-2.5
6380	-2.5
6390	-2.5
6400	-2.5
6410	-2.5
6420	-2.5
6430	-2.5
6440	-2.5
6450	-2.5
6460	-2.5
6470	-2.5
6480	-2.5
6490	-2.5
6500	-2.5
6510	-2.5
6520	-2.5
6530	-2.5
6540	-2.5
6550	-2.5
6560	-2.5
6570	-2.5
6580	-2.5
6590	-2.5
6600	-2.5
6610	-2.5
6620	-2.5
6630	-2.5
6640	-2.5
6650	-2.5
6660	-2.5
6670	-2.5
6680	-2.5
6690	-2.5
6700	-2.5
6710	-2.5
6720	-2.5
6730	-2.5
6740	-2.5
6750	-2.5
6760	-2.5
6770	-2.5
6780	-2.5
6790	-2.5
6800	-2.5
6810	-2.5
6820	-2.5
6830	-2.5
6840	-2.5
6850	-2.5
6860	-2.5
6870	-2.5
6880	-2.5
6890	-2.5
6900	-2.5
6910	-2.5
6920	-2.5
6930	-2.5
6940	-2.5
6950	-2.5
6960	-2.5
6970	-2.5
6980	-2.5
6990	-2.5
7000	-2.5
7010	-2.5
7020	-2.5
7030	-2.5
7040	-2.5
7050	-2.5
7060	-2.5
7070	-2.5
7080	-2.5
7090	-2.5
7100	-2.5
7110	-2.5
7120	-2.5
7130	-2.5
7140	-2.5
7150	-2.5
7160	-2.5
7170	-2.5
7180	-2.5
7190	-2.5
7200	-2.5
7210	-2.5
7220	-2.5
