t(s)	total_current_estimated(A)
1550	-0.05
1560	-0.05
1570	-0.05
1580	-0.05
1590	-0.05
1600	-0.05
1610	-0.05
1620	-0.05
1630	-0.05
1640	-0.05
1650	-0.05
1660	-0.05
1670	-0.05
1680	-0.05
1690	-0.05
1700	-0.05
1710	-0.05
1720	-0.05
1730	-0.05
1740	-0.05
1750	-0.05
1760	-0.05
1770	-0.05
1780	-0.05
1790	-0.05
1800	-0.05
1810	-0.05
1820	-0.05
1830	-0.05
1840	-0.05
1850	-0.05
1860	-0.05
1870	-0.05
1880	-0.05
1890	-0.05
1900	-0.05
1910	-0.05
1920	-0.05
1930	-0.05
1940	-0.05
1950	-0.05
1960	-0.05
1970	-0.05
1980	-0.05
1990	-0.05
2000	-0.05
2010	-0.05
2020	-0.05
2030	-0.05
2040	-0.05
2050	-0.05
2060	-0.05
2070	-0.05
2080	-0.05
2090	-0.05
2100	-0.05
2110	-0.05
2120	-0.05
2130	-0.05
2140	-0.05
2150	-0.05
2160	-0.05
2170	-0.05
2180	-0.05
2190	-0.05
2200	-0.05
2210	-0.05
2220	-0.05
2230	-0.05
2240	-0.05
2250	-0.05
2260	-0.05
2270	-0.05
2280	-0.05
2290	-0.05
2300	-0.05
2310	-0.05
2320	-0.05
2330	-0.05
2340	-0.05
2350	-0.05
2360	-0.05
2370	-0.05
2380	-0.05
2390	-0.05
2400	-0.05
2410	-0.05
2420	-0.05
2430	-0.05
2440	-0.05
2450	-0.05
2460	-0.05
2470	-0.05
2480	-0.05
2490	-0.05
2500	-0.05
2510	-0.05
2520	-0.05
2530	-0.05
2540	-0.05
2550	-0.05
2560	-0.05
2570	-0.05
2580	-0.05
2590	-0.05
2600	-0.05
2610	-0.05
2620	-0.05
2630	-0.05
2640	-0.05
2650	-0.05
2660	-0.05
2670	-0.05
2680	-0.05
2690	-0.05
2700	-0.05
2710	-0.05
2720	-0.05
2730	-0.05
2740	-0.05
2750	-0.05
2760	-0.05
2770	-0.05
2780	-0.05
2790	-0.05
2800	-0.05
2810	-0.05
2820	-0.05
2830	-0.05
2840	-0.05
2850	-0.05
2860	-0.05
2870	-0.05
2880	-0.05
2890	-0.05
2900	-0.05
2910	-0.05
2920	-0.05
2930	-0.05
2940	-0.05
2950	-0.05
2960	-0.05
2970	-0.05
2980	-0.05
2990	-0.05
3000	-0.05
3010	-0.05
3020	-0.05
3030	-0.05
3040	-0.05
3050	-0.05
3060	-0.05
3070	-0.05
3080	-0.05
3090	-0.05
3100	-0.05
3110	-0.05
3120	-0.05
3130	-0.05
3140	-0.05
3150	-0.05
3160	-0.05
3170	-0.05
3180	-0.05
3190	-0.05
3200	-0.05
3210	-0.05
3220	-0.05
3230	-0.05
3240	-0.05
3250	-0.05
3260	-0.05
3270	-0.05
3280	-0.05
3290	-0.05
3300	-0.05
3310	-0.05
3320	-0.05
3330	-0.05
3340	-0.05
3350	-0.05
3360	-0.05
3370	-0.05
3380	-0.05
3390	-0.05
3400	-0.05
3410	-0.05
3420	-0.05
3430	-0.05
3440	-0.05
3450	-0.05
3460	-0.05
3470	-0.05
3480	-0.05
3490	-0.05
3500	-0.05
3510	-0.05
3520	-0.05
3530	-0.05
3540	-0.05
3550	-0.05
3560	-0.05
3570	-0.05
3580	-0.05
3590	-0.05
3600	-0.05
3610	-0.05
3620	-0.05
3630	-0.05
3640	-0.05
3650	-0.05
3660	-0.05
3670	-0.05
3680	-0.05
3690	-0.05
3700	-0.05
3710	-0.05
3720	-0.05
3730	-0.05
3740	-0.05
3750	-0.05
3760	-0.05
3770	-0.05
3780	-0.05
3790	-0.05
3800	-0.05
3810	-0.05
3820	-0.05
3830	-0.05
3840	-0.05
3850	-0.05
3860	-0.05
3870	-0.05
3880	-0.05
3890	-0.05
3900	-0.05
3910	-0.05
3920	-0.05
3930	-0.05
3940	-0.05
3950	-0.05
3960	-0.05
3970	-0.05
3980	-0.05
3990	-0.05
4000	-0.05
4010	-0.05
4020	-0.05
4030	-0.05
4040	-0.05
4050	-0.05
4060	-0.05
4070	-0.05
4080	-0.05
4090	-0.05
4100	-0.05
4110	-0.05
4120	-0.05
4130	-0.05
4140	-0.05
4150	-0.05
4160	-0.05
4170	-0.05
4180	-0.05
4190	-0.05
4200	-0.05
4210	-0.05
4220	-0.05
4230	-0.05
4240	-0.05
4250	-0.05
4260	-0.05
4270	-0.05
4280	-0.05
4290	-0.05
4300	-0.05
4310	-0.05
4320	-0.05
4330	-0.05
4340	-0.05
4350	-0.05
4360	-0.05
4370	-0.05
4380	-0.05
4390	-0.05
4400	-0.05
4410	-0.05
4420	-0.05
4430	-0.05
4440	-0.05
4450	-0.05
4460	-0.05
4470	-0.05
4480	-0.05
4490	-0.05
4500	-0.05
4510	-0.05
4520	-0.05
4530	-0.05
4540	-0.05
4550	-0.05
4560	-0.05
4570	-0.05
4580	-0.05
4590	-0.05
4600	-0.05
4610	-0.05
4620	-0.05
4630	-0.05
4640	-0.05
4650	-0.05
4660	-0.05
4670	-0.05
4680	-0.05
4690	-0.05
4700	-0.05
4710	-0.05
4720	-0.05
4730	-0.05
4740	-0.05
4750	-0.05
4760	-0.05
4770	-0.05
4780	-0.05
4790	-0.05
4800	-0.05
4810	-0.05
4820	-0.05
4830	-0.05
4840	-0.05
4850	-0.05
4860	-0.05
4870	-0.05
4880	-0.05
4890	-0.05
4900	-0.05
4910	-0.05
4920	-0.05
4930	-0.05
4940	-0.05
4950	-0.05
4960	-0.05
4970	-0.05
4980	-0.05
4990	-0.05
5000	-0.05
5010	-0.05
5020	-0.05
5030	-0.05
5040	-0.05
5050	-0.05
5060	-0.05
5070	-0.05
5080	-0.05
5090	-0.05
5100	-0.05
5110	-0.05
5120	-0.05
5130	-0.05
5140	-0.05
5150	-0.05
5160	-0.05
5170	-0.05
5180	-0.05
5190	-0.05
5200	-0.05
5210	-0.05
5220	-0.05
5230	-0.05
5240	-0.05
5250	-0.05
5260	-0.05
5270	-0.05
5280	-0.05
5290	-0.05
5300	-0.05
5310	-0.05
5320	-0.05
5330	-0.05
5340	-0.05
5350	-0.05
5360	-0.05
5370	-0.05
5380	-0.05
5390	-0.05
5400	-0.05
5410	-0.05
5420	-0.05
5430	-0.05
5440	-0.05
5450	-0.05
5460	-0.05
5470	-0.05
5480	-0.05
5490	-0.05
5500	-0.05
5510	-0.05
5520	-0.05
5530	-0.05
5540	-0.05
5550	-0.05
5560	-0.05
5570	-0.05
5580	-0.05
5590	-0.05
5600	-0.05
5610	-0.05
5620	-0.05
5630	-0.05
5640	-0.05
5650	-0.05
5660	-0.05
5670	-0.05
5680	-0.05
5690	-0.05
5700	-0.05
5710	-0.05
5720	-0.05
5730	-0.05
5740	-0.05
5750	-0.05
5760	-0.05
5770	-0.05
5780	-0.05
5790	-0.05
5800	-0.05
5810	-0.05
5820	-0.05
5830	-0.05
5840	-0.05
5850	-0.05
5860	-0.05
5870	-0.05
5880	-0.05
5890	-0.05
5900	-0.05
5910	-0.05
5920	-0.05
5930	-0.05
5940	-0.05
5950	-0.05
5960	-0.05
5970	-0.05
5980	-0.05
5990	-0.05
6000	-0.05
6010	-0.05
6020	-0.05
6030	-0.05
6040	-0.05
6050	-0.05
6060	-0.05
6070	-0.05
6080	-0.05
6090	-0.05
6100	-0.05
6110	-0.05
6120	-0.05
6130	-0.05
6140	-0.05
6150	-0.05
6160	-0.05
6170	-0.05
6180	-0.05
6190	-0.05
6200	-0.05
6210	-0.05
6220	-0.05
6230	-0.05
6240	-0.05
6250	-0.05
6260	-0.05
6270	-0.05
6280	-0.05
6290	-0.05
6300	-0.05
6310	-0.05
6320	-0.05
6330	-0.05
6340	-0.05
6350	-0.05
6360	-0.05
6370	-0.05
6380	-0.05
6390	-0.05
6400	-0.05
6410	-0.05
6420	-0.05
6430	-0.05
6440	-0.05
6450	-0.05
6460	-0.05
6470	-0.05
6480	-0.05
6490	-0.05
6500	-0.05
6510	-0.05
6520	-0.05
6530	-0.05
6540	-0.05
6550	-0.05
6560	-0.05
6570	-0.05
6580	-0.05
6590	-0.05
6600	-0.05
6610	-0.05
6620	-0.05
6630	-0.05
6640	-0.05
6650	-0.05
6660	-0.05
6670	-0.05
6680	-0.05
6690	-0.05
6700	-0.05
6710	-0.05
6720	-0.05
6730	-0.05
6740	-0.05
6750	-0.05
6760	-0.05
6770	-0.05
6780	-0.05
6790	-0.05
6800	-0.05
6810	-0.05
6820	-0.05
6830	-0.05
6840	-0.05
6850	-0.05
6860	-0.05
6870	-0.05
6880	-0.05
6890	-0.05
6900	-0.05
6910	-0.05
6920	-0.05
6930	-0.05
6940	-0.05
6950	-0.05
6960	-0.05
6970	-0.05
6980	-0.05
6990	-0.05
7000	-0.05
7010	-0.05
7020	-0.05
7030	-0.05
7040	-0.05
7050	-0.05
7060	-0.05
7070	-0.05
7080	-0.05
7090	-0.05
7100	-0.05
7110	-0.05
7120	-0.05
7130	-0.05
7140	-0.05
7150	-0.05
7160	-0.05
7170	-0.05
7180	-0.05
7190	-0.05
7200	-0.05
7210	-0.05
7220	-0.05
7230	-0.05
7240	-0.05
7250	-0.05
7260	-0.05
7270	-0.05
7280	-0.05
7290	-0.05
7300	-0.05
7310	-0.05
7320	-0.05
7330	-0.05
7340	-0.05
7350	-0.05
7360	-0.05
7370	-0.05
7380	-0.05
7390	-0.05
7400	-0.05
7410	-0.05
7420	-0.05
7430	-0.05
7440	-0.05
7450	-0.05
7460	-0.05
7470	-0.05
7480	-0.05
7490	-0.05
7500	-0.05
7510	-0.05
7520	-0.05
7530	-0.05
7540	-0.05
7550	-0.05
7560	-0.05
7570	-0.05
7580	-0.05
7590	-0.05
7600	-0.05
7610	-0.05
7620	-0.05
7630	-0.05
7640	-0.05
7650	-0.05
7660	-0.05
7670	-0.05
7680	-0.05
7690	-0.05
7700	-0.05
7710	-0.05
7720	-0.05
7730	-0.05
7740	-0.05
7750	-0.05
7760	-0.05
7770	-0.05
7780	-0.05
7790	-0.05
7800	-0.05
7810	-0.05
7820	-0.05
7830	-0.05
7840	-0.05
7850	-0.05
7860	-0.05
7870	-0.05
7880	-0.05
7890	-0.05
7900	-0.05
7910	-0.05
7920	-0.05
7930	-0.05
7940	-0.05
7950	-0.05
7960	-0.05
7970	-0.05
7980	-0.05
7990	-0.05
8000	-0.05
8010	-0.05
8020	-0.05
8030	-0.05
8040	-0.05
8050	-0.05
8060	-0.05
8070	-0.05
8080	-0.05
8090	-0.05
8100	-0.05
8110	-0.05
8120	-0.05
8130	-0.05
8140	-0.05
8150	-0.05
8160	-0.05
8170	-0.05
8180	-0.05
8190	-0.05
8200	-0.05
8210	-0.05
8220	-0.05
8230	-0.05
8240	-0.05
8250	-0.05
8260	-0.05
8270	-0.05
8280	-0.05
8290	-0.05
8300	-0.05
8310	-0.05
8320	-0.05
8330	-0.05
8340	-0.05
8350	-0.05
8360	-0.05
8370	-0.05
8380	-0.05
8390	-0.05
8400	-0.05
8410	-0.05
8420	-0.05
8430	-0.05
8440	-0.05
8450	-0.05
8460	-0.05
8470	-0.05
8480	-0.05
8490	-0.05
8500	-0.05
8510	-0.05
8520	-0.05
8530	-0.05
8540	-0.05
8550	-0.05
8560	-0.05
8570	-0.05
8580	-0.05
8590	-0.05
8600	-0.05
8610	-0.05
8620	-0.05
8630	-0.05
8640	-0.05
8650	-0.05
8660	-0.05
8670	-0.05
8680	-0.05
8690	-0.05
8700	-0.05
8710	-0.05
8720	-0.05
8730	-0.05
8740	-0.05
8750	-0.05
8760	-0.05
8770	-0.05
8780	-0.05
8790	-0.05
8800	-0.05
8810	-0.05
8820	-0.05
8830	-0.05
8840	-0.05
8850	-0.05
8860	-0.05
8870	-0.05
8880	-0.05
8890	-0.05
8900	-0.05
8910	-0.05
8920	-0.05
8930	-0.05
8940	-0.05
8950	-0.05
8960	-0.05
8970	-0.05
8980	-0.05
8990	-0.05
9000	-0.05
9010	-0.05
9020	-0.05
9030	-0.05
9040	-0.05
9050	-0.05
9060	-0.05
9070	-0.05
9080	-0.05
9090	-0.05
9100	-0.05
9110	-0.05
9120	-0.05
9130	-0.05
9140	-0.05
9150	-0.05
9160	-0.05
9170	-0.05
9180	-0.05
9190	-0.05
9200	-0.05
9210	-0.05
9220	-0.05
9230	-0.05
9240	-0.05
9250	-0.05
9260	-0.05
9270	-0.05
9280	-0.05
9290	-0.05
9300	-0.05
9310	-0.05
9320	-0.05
9330	-0.05
9340	-0.05
9350	-0.05
9360	-0.05
9370	-0.05
9380	-0.05
9390	-0.05
9400	-0.05
9410	-0.05
9420	-0.05
9430	-0.05
9440	-0.05
9450	-0.05
9460	-0.05
9470	-0.05
9480	-0.05
9490	-0.05
9500	-0.05
9510	-0.05
9520	-0.05
9530	-0.05
9540	-0.05
9550	-0.05
9560	-0.05
9570	-0.05
9580	-0.05
9590	-0.05
9600	-0.05
9610	-0.05
9620	-0.05
9630	-0.05
9640	-0.05
9650	-0.05
9660	-0.05
9670	-0.05
9680	-0.05
9690	-0.05
9700	-0.05
9710	-0.05
9720	-0.05
9730	-0.05
9740	-0.05
9750	-0.05
9760	-0.05
9770	-0.05
9780	-0.05
9790	-0.05
9800	-0.05
9810	-0.05
9820	-0.05
9830	-0.05
9840	-0.05
9850	-0.05
9860	-0.05
9870	-0.05
9880	-0.05
9890	-0.05
9900	-0.05
9910	-0.05
9920	-0.05
9930	-0.05
9940	-0.05
9950	-0.05
9960	-0.05
9970	-0.05
9980	-0.05
9990	-0.05
10000	-0.05
10010	-0.05
10020	-0.05
10030	-0.05
10040	-0.05
10050	-0.05
10060	-0.05
10070	-0.05
10080	-0.05
10090	-0.05
10100	-0.05
10110	-0.05
10120	-0.05
10130	-0.05
10140	-0.05
10150	-0.05
10160	-0.05
10170	-0.05
10180	-0.05
10190	-0.05
10200	-0.05
10210	-0.05
10220	-0.05
10230	-0.05
10240	-0.05
10250	-0.05
10260	-0.05
10270	-0.05
10280	-0.05
10290	-0.05
10300	-0.05
10310	-0.05
10320	-0.05
10330	-0.05
10340	-0.05
10350	-0.05
10360	-0.05
10370	-0.05
10380	-0.05
10390	-0.05
10400	-0.05
10410	-0.05
10420	-0.05
10430	-0.05
10440	-0.05
10450	-0.05
10460	-0.05
10470	-0.05
10480	-0.05
10490	-0.05
10500	-0.05
10510	-0.05
10520	-0.05
10530	-0.05
10540	-0.05
10550	-0.05
10560	-0.05
10570	-0.05
10580	-0.05
10590	-0.05
10600	-0.05
10610	-0.05
10620	-0.05
10630	-0.05
10640	-0.05
10650	-0.05
10660	-0.05
10670	-0.05
10680	-0.05
10690	-0.05
10700	-0.05
10710	-0.05
10720	-0.05
10730	-0.05
10740	-0.05
10750	-0.05
10760	-0.05
10770	-0.05
10780	-0.05
10790	-0.05
10800	-0.05
10810	-0.05
10820	-0.05
10830	-0.05
10840	-0.05
10850	-0.05
10860	-0.05
10870	-0.05
10880	-0.05
10890	-0.05
10900	-0.05
10910	-0.05
10920	-0.05
10930	-0.05
10940	-0.05
10950	-0.05
10960	-0.05
10970	-0.05
10980	-0.05
10990	-0.05
11000	-0.05
11010	-0.05
11020	-0.05
11030	-0.05
11040	-0.05
11050	-0.05
11060	-0.05
11070	-0.05
11080	-0.05
11090	-0.05
11100	-0.05
11110	-0.05
11120	-0.05
11130	-0.05
11140	-0.05
11150	-0.05
11160	-0.05
11170	-0.05
11180	-0.05
11190	-0.05
11200	-0.05
11210	-0.05
11220	-0.05
11230	-0.05
11240	-0.05
11250	-0.05
11260	-0.05
11270	-0.05
11280	-0.05
11290	-0.05
11300	-0.05
11310	-0.05
11320	-0.05
11330	-0.05
11340	-0.05
11350	-0.05
11360	-0.05
11370	-0.05
11380	-0.05
11390	-0.05
11400	-0.05
11410	-0.05
11420	-0.05
11430	-0.05
11440	-0.05
11450	-0.05
11460	-0.05
11470	-0.05
11480	-0.05
11490	-0.05
11500	-0.05
11510	-0.05
11520	-0.05
11530	-0.05
11540	-0.05
11550	-0.05
11560	-0.05
11570	-0.05
11580	-0.05
11590	-0.05
11600	-0.05
11610	-0.05
11620	-0.05
11630	-0.05
11640	-0.05
11650	-0.05
11660	-0.05
11670	-0.05
11680	-0.05
11690	-0.05
11700	-0.05
11710	-0.05
11720	-0.05
11730	-0.05
11740	-0.05
11750	-0.05
11760	-0.05
11770	-0.05
11780	-0.05
11790	-0.05
11800	-0.05
11810	-0.05
11820	-0.05
11830	-0.05
11840	-0.05
11850	-0.05
11860	-0.05
11870	-0.05
11880	-0.05
11890	-0.05
11900	-0.05
11910	-0.05
11920	-0.05
11930	-0.05
11940	-0.05
11950	-0.05
11960	-0.05
11970	-0.05
11980	-0.05
11990	-0.05
12000	-0.05
12010	-0.05
12020	-0.05
12030	-0.05
12040	-0.05
12050	-0.05
12060	-0.05
12070	-0.05
12080	-0.05
12090	-0.05
12100	-0.05
12110	-0.05
12120	-0.05
12130	-0.05
12140	-0.05
12150	-0.05
12160	-0.05
12170	-0.05
12180	-0.05
12190	-0.05
12200	-0.05
12210	-0.05
12220	-0.05
12230	-0.05
12240	-0.05
12250	-0.05
12260	-0.05
12270	-0.05
12280	-0.05
12290	-0.05
12300	-0.05
12310	-0.05
12320	-0.05
12330	-0.05
12340	-0.05
12350	-0.05
12360	-0.05
12370	-0.05
12380	-0.05
12390	-0.05
12400	-0.05
12410	-0.05
12420	-0.05
12430	-0.05
12440	-0.05
12450	-0.05
12460	-0.05
12470	-0.05
12480	-0.05
12490	-0.05
12500	-0.05
12510	-0.05
12520	-0.05
12530	-0.05
12540	-0.05
12550	-0.05
12560	-0.05
12570	-0.05
12580	-0.05
12590	-0.05
12600	-0.05
12610	-0.05
12620	-0.05
12630	-0.05
12640	-0.05
12650	-0.05
12660	-0.05
12670	-0.05
12680	-0.05
12690	-0.05
12700	-0.05
12710	-0.05
12720	-0.05
12730	-0.05
12740	-0.05
12750	-0.05
12760	-0.05
12770	-0.05
12780	-0.05
12790	-0.05
12800	-0.05
12810	-0.05
12820	-0.05
12830	-0.05
12840	-0.05
12850	-0.05
12860	-0.05
12870	-0.05
12880	-0.05
12890	-0.05
12900	-0.05
12910	-0.05
12920	-0.05
12930	-0.05
12940	-0.05
12950	-0.05
12960	-0.05
12970	-0.05
12980	-0.05
12990	-0.05
13000	-0.05
13010	-0.05
13020	-0.05
13030	-0.05
13040	-0.05
13050	-0.05
13060	-0.05
13070	-0.05
13080	-0.05
13090	-0.05
13100	-0.05
13110	-0.05
13120	-0.05
13130	-0.05
13140	-0.05
13150	-0.05
13160	-0.05
13170	-0.05
13180	-0.05
13190	-0.05
13200	-0.05
13210	-0.05
13220	-0.05
13230	-0.05
13240	-0.05
13250	-0.05
13260	-0.05
13270	-0.05
13280	-0.05
13290	-0.05
13300	-0.05
13310	-0.05
13320	-0.05
13330	-0.05
13340	-0.05
13350	-0.05
13360	-0.05
13370	-0.05
13380	-0.05
13390	-0.05
13400	-0.05
13410	-0.05
13420	-0.05
13430	-0.05
13440	-0.05
13450	-0.05
13460	-0.05
13470	-0.05
13480	-0.05
13490	-0.05
13500	-0.05
13510	-0.05
13520	-0.05
13530	-0.05
13540	-0.05
13550	-0.05
13560	-0.05
13570	-0.05
13580	-0.05
13590	-0.05
13600	-0.05
13610	-0.05
13620	-0.05
13630	-0.05
13640	-0.05
13650	-0.05
13660	-0.05
13670	-0.05
13680	-0.05
13690	-0.05
13700	-0.05
13710	-0.05
13720	-0.05
13730	-0.05
13740	-0.05
13750	-0.05
13760	-0.05
13770	-0.05
13780	-0.05
13790	-0.05
13800	-0.05
13810	-0.05
13820	-0.05
13830	-0.05
13840	-0.05
13850	-0.05
13860	-0.05
13870	-0.05
13880	-0.05
13890	-0.05
13900	-0.05
13910	-0.05
13920	-0.05
13930	-0.05
13940	-0.05
13950	-0.05
13960	-0.05
13970	-0.05
13980	-0.05
13990	-0.05
14000	-0.05
14010	-0.05
14020	-0.05
14030	-0.05
14040	-0.05
14050	-0.05
14060	-0.05
14070	-0.05
14080	-0.05
14090	-0.05
14100	-0.05
14110	-0.05
14120	-0.05
14130	-0.05
14140	-0.05
14150	-0.05
14160	-0.05
14170	-0.05
14180	-0.05
14190	-0.05
14200	-0.05
14210	-0.05
14220	-0.05
14230	-0.05
14240	-0.05
14250	-0.05
14260	-0.05
14270	-0.05
14280	-0.05
14290	-0.05
14300	-0.05
14310	-0.05
14320	-0.05
14330	-0.05
14340	-0.05
14350	-0.05
14360	-0.05
14370	-0.05
14380	-0.05
14390	-0.05
14400	-0.05
14410	-0.05
14420	-0.05
14430	-0.05
14440	-0.05
14450	-0.05
14460	-0.05
14470	-0.05
14480	-0.05
14490	-0.05
14500	-0.05
14510	-0.05
14520	-0.05
14530	-0.05
14540	-0.05
14550	-0.05
14560	-0.05
14570	-0.05
14580	-0.05
14590	-0.05
14600	-0.05
14610	-0.05
14620	-0.05
14630	-0.05
14640	-0.05
14650	-0.05
14660	-0.05
14670	-0.05
14680	-0.05
14690	-0.05
14700	-0.05
14710	-0.05
14720	-0.05
14730	-0.05
14740	-0.05
14750	-0.05
14760	-0.05
14770	-0.05
14780	-0.05
14790	-0.05
14800	-0.05
14810	-0.05
14820	-0.05
14830	-0.05
14840	-0.05
14850	-0.05
14860	-0.05
14870	-0.05
14880	-0.05
14890	-0.05
14900	-0.05
14910	-0.05
14920	-0.05
14930	-0.05
14940	-0.05
14950	-0.05
14960	-0.05
14970	-0.05
14980	-0.05
14990	-0.05
15000	-0.05
15010	-0.05
15020	-0.05
15030	-0.05
15040	-0.05
15050	-0.05
15060	-0.05
15070	-0.05
15080	-0.05
15090	-0.05
15100	-0.05
15110	-0.05
15120	-0.05
15130	-0.05
15140	-0.05
15150	-0.05
15160	-0.05
15170	-0.05
15180	-0.05
15190	-0.05
15200	-0.05
15210	-0.05
15220	-0.05
15230	-0.05
15240	-0.05
15250	-0.05
15260	-0.05
15270	-0.05
15280	-0.05
15290	-0.05
15300	-0.05
15310	-0.05
15320	-0.05
15330	-0.05
15340	-0.05
15350	-0.05
15360	-0.05
15370	-0.05
15380	-0.05
15390	-0.05
15400	-0.05
15410	-0.05
15420	-0.05
15430	-0.05
15440	-0.05
15450	-0.05
15460	-0.05
15470	-0.05
15480	-0.05
15490	-0.05
15500	-0.05
15510	-0.05
15520	-0.05
15530	-0.05
15540	-0.05
15550	-0.05
15560	-0.05
15570	-0.05
15580	-0.05
15590	-0.05
15600	-0.05
15610	-0.05
15620	-0.05
15630	-0.05
15640	-0.05
15650	-0.05
15660	-0.05
15670	-0.05
15680	-0.05
15690	-0.05
15700	-0.05
15710	-0.05
15720	-0.05
15730	-0.05
15740	-0.05
15750	-0.05
15760	-0.05
15770	-0.05
15780	-0.05
15790	-0.05
15800	-0.05
15810	-0.05
15820	-0.05
15830	-0.05
15840	-0.05
15850	-0.05
15860	-0.05
15870	-0.05
15880	-0.05
15890	-0.05
15900	-0.05
15910	-0.05
15920	-0.05
15930	-0.05
15940	-0.05
15950	-0.05
15960	-0.05
15970	-0.05
15980	-0.05
15990	-0.05
16000	-0.05
16010	-0.05
16020	-0.05
16030	-0.05
16040	-0.05
16050	-0.05
16060	-0.05
16070	-0.05
16080	-0.05
16090	-0.05
16100	-0.05
16110	-0.05
16120	-0.05
16130	-0.05
16140	-0.05
16150	-0.05
16160	-0.05
16170	-0.05
16180	-0.05
16190	-0.05
16200	-0.05
16210	-0.05
16220	-0.05
16230	-0.05
16240	-0.05
16250	-0.05
16260	-0.05
16270	-0.05
16280	-0.05
16290	-0.05
16300	-0.05
16310	-0.05
16320	-0.05
16330	-0.05
16340	-0.05
16350	-0.05
16360	-0.05
16370	-0.05
16380	-0.05
16390	-0.05
16400	-0.05
16410	-0.05
16420	-0.05
16430	-0.05
16440	-0.05
16450	-0.05
16460	-0.05
16470	-0.05
16480	-0.05
16490	-0.05
16500	-0.05
16510	-0.05
16520	-0.05
16530	-0.05
16540	-0.05
16550	-0.05
16560	-0.05
16570	-0.05
16580	-0.05
16590	-0.05
16600	-0.05
16610	-0.05
16620	-0.05
16630	-0.05
16640	-0.05
16650	-0.05
16660	-0.05
16670	-0.05
16680	-0.05
16690	-0.05
16700	-0.05
16710	-0.05
16720	-0.05
16730	-0.05
16740	-0.05
16750	-0.05
16760	-0.05
16770	-0.05
16780	-0.05
16790	-0.05
16800	-0.05
16810	-0.05
16820	-0.05
16830	-0.05
16840	-0.05
16850	-0.05
16860	-0.05
16870	-0.05
16880	-0.05
16890	-0.05
16900	-0.05
16910	-0.05
16920	-0.05
16930	-0.05
16940	-0.05
16950	-0.05
16960	-0.05
16970	-0.05
16980	-0.05
16990	-0.05
17000	-0.05
17010	-0.05
17020	-0.05
17030	-0.05
17040	-0.05
17050	-0.05
17060	-0.05
17070	-0.05
17080	-0.05
17090	-0.05
17100	-0.05
17110	-0.05
17120	-0.05
17130	-0.05
17140	-0.05
17150	-0.05
17160	-0.05
17170	-0.05
17180	-0.05
17190	-0.05
17200	-0.05
17210	-0.05
17220	-0.05
17230	-0.05
17240	-0.05
17250	-0.05
