t(s)	total_voltage(V)
0	4.1809414
0.1	4.1786286
0.2	4.1786152
0.4	4.17859
0.8	4.1785448
1.6	4.1784705
3.2	4.1783592
6.4	4.1782026
12.8	4.1779814
22.8	4.1777276
32.8	4.1775295
42.8	4.1773665
52.8	4.1772235
62.8	4.1770935
72.8	4.176975
82.8	4.176866
92.8	4.1767634
102.8	4.1766657
112.8	4.1765728
122.8	4.1764843
132.8	4.176399
142.8	4.176316
152.8	4.1762356
162.8	4.1761573
172.8	4.1760809
182.8	4.176006
192.8	4.1759327
202.8	4.1758608
212.8	4.1757902
222.8	4.1757207
232.8	4.1756522
242.8	4.1755847
252.8	4.1755181
262.8	4.1754523
272.8	4.1753873
282.8	4.1753231
292.8	4.1752596
302.8	4.1751968
312.8	4.1751346
322.8	4.175073
332.8	4.175012
342.8	4.1749514
352.8	4.1748914
362.8	4.1748318
372.8	4.1747727
382.8	4.174714
392.8	4.1746558
402.8	4.1745981
412.8	4.1745407
422.8	4.1744836
432.8	4.1744269
442.8	4.1743705
452.8	4.1743144
462.8	4.1742586
472.8	4.1742032
482.8	4.174148
492.8	4.1740931
502.8	4.1740386
512.8	4.1739842
522.8	4.1739302
532.8	4.1738763
542.8	4.1738227
552.8	4.1737692
562.8	4.173716
572.8	4.173663
582.8	4.1736102
592.8	4.1735576
602.8	4.1735052
612.8	4.173453
622.8	4.173401
632.8	4.1733491
642.8	4.1732974
652.8	4.1732458
662.8	4.1731944
672.8	4.1731432
682.8	4.173092
692.8	4.173041
702.8	4.1729902
712.8	4.1729395
722.8	4.1728889
732.8	4.1728385
742.8	4.1727882
752.8	4.172738
762.8	4.172688
772.8	4.172638
782.8	4.1725881
792.8	4.1725383
802.8	4.1724886
812.8	4.172439
822.8	4.1723895
832.8	4.1723401
842.8	4.1722909
852.8	4.1722417
862.8	4.1721926
872.8	4.1721436
882.8	4.1720947
892.8	4.1720458
902.8	4.171997
912.8	4.1719482
922.8	4.1718996
932.8	4.171851
942.8	4.1718024
952.8	4.171754
962.8	4.1717057
972.8	4.1716574
982.8	4.1716092
992.8	4.171561
1000	4.1715263
1010	4.1714783
1020	4.1714302
1030	4.1713822
1040	4.1713343
1050	4.1712864
1060	4.1712385
1070	4.1711908
1080	4.1711431
1090	4.1710954
1100	4.1710479
1110	4.1710003
1120	4.1709528
1130	4.1709053
1140	4.1708578
1150	4.1708104
1160	4.170763
1170	4.1707157
1180	4.1706684
1190	4.1706211
1200	4.1705739
1210	4.1705268
1220	4.1704797
1230	4.1704326
1240	4.1703855
1250	4.1703385
1260	4.1702915
1270	4.1702445
1280	4.1701975
1290	4.1701506
1300	4.1701037
1310	4.1700568
1320	4.17001
1330	4.1699632
1340	4.1699165
1350	4.1698698
1360	4.1698231
1370	4.1697764
1380	4.1697297
1390	4.1696831
1400	4.1696365
1410	4.1695898
1420	4.1695432
1430	4.1694967
1440	4.1694501
1450	4.1694037
1460	4.1693573
1470	4.1693108
1480	4.1692644
1490	4.169218
1500	4.1691717
1510	4.1691253
1520	4.1690789
1530	4.1690326
1540	4.1689862
1550	4.1689399
1560	4.1688936
1570	4.1688474
1580	4.1688012
1590	4.168755
1600	4.1687089
1610	4.1686627
1620	4.1686166
1630	4.1685704
1640	4.1685243
1650	4.1684782
1660	4.168432
1670	4.1683859
1680	4.1683399
1690	4.1682938
1700	4.1682478
1710	4.1682019
1720	4.1681559
1730	4.1681099
1740	4.168064
1750	4.1680181
1760	4.1679721
1770	4.1679262
1780	4.1678803
1790	4.1678343
1800	4.1677884
1810	4.1677426
1820	4.1676967
1830	4.1676509
1840	4.1676052
1850	4.1675594
1860	4.1675136
1870	4.1674679
1880	4.1674221
1890	4.1673764
1900	4.1673306
1910	4.1672849
1920	4.1672391
1930	4.1671934
1940	4.1671477
1950	4.1671021
1960	4.1670565
1970	4.1670109
1980	4.1669653
1990	4.1669197
2000	4.1668741
2010	4.1668285
2020	4.1667829
2030	4.1667373
2040	4.1666917
2050	4.1666461
2060	4.1666006
2070	4.1665551
2080	4.1665096
2090	4.1664642
2100	4.1664187
2110	4.1663733
2120	4.1663278
2130	4.1662824
2140	4.166237
2150	4.1661915
2160	4.1661461
2170	4.1661007
2180	4.1660553
2190	4.1660099
2200	4.1659645
2210	4.1659192
2220	4.1658739
2230	4.1658286
2240	4.1657833
2250	4.1657381
2260	4.1656928
2270	4.1656475
2280	4.1656022
2290	4.1655569
2300	4.1655116
2310	4.1654664
2320	4.1654211
2330	4.165376
2340	4.1653308
2350	4.1652857
2360	4.1652405
2370	4.1651954
2380	4.1651502
2390	4.1651051
2400	4.1650599
2410	4.1650148
2420	4.1649696
2430	4.1649245
2440	4.1648794
2450	4.1648344
2460	4.1647893
2470	4.1647443
2480	4.1646993
2490	4.1646543
2500	4.1646093
2510	4.1645643
2520	4.1645193
2530	4.1644743
2540	4.1644293
2550	4.1643843
2560	4.1643393
2570	4.1642944
2580	4.1642495
2590	4.1642046
2600	4.1641597
2610	4.1641149
2620	4.16407
2630	4.1640251
2640	4.1639803
2650	4.1639354
2660	4.1638905
2670	4.1638457
2680	4.1638008
2690	4.163756
2700	4.1637112
2710	4.1636665
2720	4.1636218
2730	4.163577
2740	4.1635323
2750	4.1634876
2760	4.1634429
2770	4.1633981
